Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
0,220.0643881,85.15070056,23.22244633,58.21328931,1.032469718,170.4485865,6.410434723,297.8526306,0,38.4460907,9.999999747e-05,86.50177002,61880.76953,18.48877716,0.0593157067
0.200000003,180.0526812,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.438951015,297.9360962,0,74.2722168,9.999999747e-05,29.47640038,61917.13672,18.49255371,-2.90990409e-05
0.400000006,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.480718136,297.9181213,0,99.1182785,9.999999747e-05,9.999999747e-05,61950.35938,18.47961235,-2.840375582e-05
0.6000000238,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.52797842,298.0541992,0,107.3053207,9.999999747e-05,42.64558029,61984.33984,18.48376656,-2.826848788e-05
0.8000000119,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.570934772,298.0114136,0,96.61260986,44.01244736,4.264557838,62016.18359,18.48154449,-2.811826413e-05
1,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.582145214,297.9727783,0.51668787,48.30630493,30.26416397,0.4264557958,62038.20703,18.46397018,-2.787071033e-05
1.200000048,220.0643881,85.15070056,28.38298996,57.59156488,1.032469718,139.4579344,6.571886539,297.9519653,1.037273169,24.15315247,17.69019318,0.04264558107,62049.97656,18.44540596,-2.776672597e-05
1.399999976,220.0643881,85.15070056,28.38298996,57.59156488,1.032469718,170.4485865,6.550468922,297.9434814,1.559075356,12.07657623,9.778270721,0.004264557734,62065.78906,18.43808937,-2.777272793e-05
1.600000024,220.0643881,69.668755,28.38298996,57.59156488,0.844747951,139.4579344,6.524522305,298.0141907,2.081282139,6.038288116,2.933481216,18.43247795,62069.90625,16.85150337,-2.791009895e-05
1.799999952,180.0526812,69.668755,28.38298996,57.59156488,0.844747951,139.4579344,6.496231079,298.0058289,0,0,25.27949715,1.843247771,62080.45312,16.82279587,-2.861327878e-05
2,220.0643881,85.15070056,28.38298996,57.59156488,1.032469718,145.7965197,6.470991135,297.9977112,0,2.03725481,22.3965416,0.1843247712,62088.76953,18.38544464,-2.815871602e-05
2.200000048,220.0643881,85.15070056,23.22244633,57.59156488,0.844747951,139.4579344,6.455744267,297.9979553,0,14.15299892,19.87862206,0.01843247749,62097.37109,16.80007744,-2.822043705e-05
2.400000095,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.452994823,298.0006104,0,32.34448624,19.93195915,0.001843247795,62116.01562,18.36024857,-2.823978605e-05
2.599999905,220.0643881,85.15070056,25.54315159,57.59156488,0.844747951,139.4579344,6.463494778,298.0090332,0,51.62670135,20.77288628,0.0001843247737,62132.73047,16.76853752,-2.819505031e-05
2.799999952,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.482533455,298.0170593,0,66.70561981,23.67804527,9.999999747e-05,62158.42578,18.33194923,-2.810359794e-05
3,220.0643881,85.15070056,28.38298996,66.84445225,1.032469718,139.4579344,6.504714489,298.0267944,0,74.18338776,26.72995567,9.999999747e-05,62180.21094,18.32619858,-2.798088877e-05
3.200000048,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.526109695,298.0380249,0,72.80580902,30.6676712,9.999999747e-05,62209.25,18.30562401,-2.786438966e-05
3.400000095,220.0643881,85.15070056,23.22244633,57.59156488,1.010437593,170.4485865,6.541034698,298.0523071,0,62.88272858,35.47034073,9.999999747e-05,62236.34375,18.11353302,-2.777034079e-05
3.599999905,220.0643881,85.15070056,23.22244633,57.59156488,1.032469718,170.4485865,6.543935299,298.0695496,0,47.00836945,41.73806,9.999999747e-05,62260.28125,18.29107857,-2.772731963e-05
